GameID,qtr,down,SideofField,yrdln,yrdline100,posteam,DefensiveTeam,desc,Yards.Gained,Touchdown,PlayType,Passer,PassAttempt,PassOutcome,PassLength,Rusher,RushAttempt,Receiver,Reception,Pos_RB_Rush,Pos_RB_Rec,Pos_WR_Rec,Pos_TE_Rec,Pos_QB_Rush,Pos_WR_Rush,NewPos
2015100406,4,1.0,CAR,14.0,14.0,TB,CAR,(1:29) (Shotgun) J.Winston pass short middle to V.Jackson to CAR 6 for 8 yards (C.Jones).,8,0,Pass,J.Winston,1,Complete,Short,,0,V.Jackson,1,,,WR,,,,WR
2015100406,4,2.0,CAR,6.0,6.0,TB,CAR,"(1:10) (No Huddle, Shotgun) J.Winston pass incomplete short middle to M.Evans (T.Williams).",0,0,Pass,J.Winston,1,Incomplete Pass,Short,,0,M.Evans,0,,,WR,,,,WR
2015100406,4,3.0,CAR,6.0,6.0,TB,CAR,"(1:03) (Shotgun) J.Winston pass short right to V.Jackson for 6 yards, TOUCHDOWN.",6,1,Pass,J.Winston,1,Complete,Short,,0,V.Jackson,1,,,WR,,,,WR
2015100405,1,2.0,PHI,19.0,19.0,WAS,PHI,(10:53) (Shotgun) K.Cousins pass short right to A.Morris to PHI 18 for 1 yard (E.Biggers).,1,0,Pass,K.Cousins,1,Complete,Short,,0,A.Morris,1,,RB,,,,,RB
2015100405,1,3.0,PHI,18.0,18.0,WAS,PHI,(10:17) (Shotgun) K.Cousins pass short middle to P.Garcon to PHI 7 for 11 yards (N.Carroll).,11,0,Pass,K.Cousins,1,Complete,Short,,0,P.Garcon,1,,,WR,,,,WR
2015100405,1,1.0,PHI,7.0,7.0,WAS,PHI,(9:37) A.Morris left end to PHI 7 for no gain (B.Logan; B.Graham).,0,0,Run,,0,,,A.Morris,1,,0,RB,,,,,,RB
2015100405,1,2.0,PHI,7.0,7.0,WAS,PHI,(8:53) (Shotgun) K.Cousins pass short left to C.Thompson pushed ob at PHI 2 for 5 yards (J.Hicks).,5,0,Pass,K.Cousins,1,Complete,Short,,0,C.Thompson,1,,RB,,,,,RB
2015100405,1,3.0,PHI,2.0,2.0,WAS,PHI,(8:12) (Shotgun) M.Jones right tackle to PHI 2 for no gain (M.Jenkins).,0,0,Run,,0,,,M.Jones,1,,0,RB,,,,,,RB
2015100405,1,3.0,PHI,20.0,20.0,WAS,PHI,(1:03) (Shotgun) K.Cousins pass incomplete deep left to J.Crowder.,0,0,Pass,K.Cousins,1,Incomplete Pass,Deep,,0,J.Crowder,0,,RB,WR,,,,WR
2015100405,2,1.0,PHI,20.0,20.0,WAS,PHI,(7:01) K.Cousins pass incomplete deep left to J.Reed.,0,0,Pass,K.Cousins,1,Incomplete Pass,Deep,,0,J.Reed,0,,,WR,TE,,,TE
2015100405,2,2.0,PHI,20.0,20.0,WAS,PHI,(6:56) M.Jones right end to PHI 18 for 2 yards (B.Logan).,2,0,Run,,0,,,M.Jones,1,,0,RB,,,,,,RB
